transaction_id,sender,receiver,amount,channel,timestamp,branch,is_fraud
TX001522,A32,A656,435058,IMPS,2026-01-28 11:01:39,BR9,0
TX001523,A962,A908,403174,IMPS,2026-02-07 13:00:47,BR8,0
TX001524,A789,A200,372922,IMPS,2026-03-06 09:54:08,BR10,0
TX001525,A638,A691,211466,CASH,2026-01-10 14:47:41,BR19,0
TX001526,A61,A910,60592,IMPS,2026-01-17 07:16:39,BR12,0
TX001527,A935,A431,76102,NEFT,2026-02-24 02:52:13,BR11,0
TX001528,A991,A859,443805,CASH,2026-01-13 04:57:52,BR2,0
TX001529,A41,A662,144419,RTGS,2026-01-02 00:00:39,BR2,0
TX001530,A79,A751,17847,UPI,2026-02-03 19:56:54,BR20,0
TX001531,A471,A548,209191,CASH,2026-01-11 23:06:05,BR9,0
TX001532,A860,A795,15759,NEFT,2026-01-04 13:36:33,BR14,0
TX001533,A15,A408,425681,CASH,2026-01-06 17:41:54,BR12,0
TX001534,A958,A399,65198,RTGS,2026-03-07 06:28:29,BR14,0
TX001535,A512,A32,434144,NEFT,2026-01-03 12:02:32,BR7,0
TX001536,A949,A303,478521,CASH,2026-02-17 13:47:01,BR13,0
TX001537,A605,A700,70762,NEFT,2026-01-31 12:23:00,BR13,0
TX001538,A421,A984,23060,NEFT,2026-02-24 13:50:58,BR17,0
TX001539,A347,A722,199015,NEFT,2026-02-07 01:35:37,BR10,0
TX001540,A767,A600,227122,RTGS,2026-03-06 00:07:23,BR19,0
TX001541,A852,A94,169093,IMPS,2026-02-26 16:01:23,BR2,0
TX001542,A756,A204,359258,IMPS,2026-02-05 11:19:43,BR20,0
TX001543,A809,A32,470193,RTGS,2026-02-03 09:13:39,BR18,0
TX001544,A879,A153,233172,UPI,2026-01-28 07:19:57,BR2,0
TX001545,A48,A681,132881,NEFT,2026-03-06 10:14:27,BR14,0
TX001546,A399,A971,384441,UPI,2026-02-28 00:07:37,BR7,0
TX001547,A3,A270,233149,UPI,2026-03-04 06:14:06,BR9,0
TX001548,A160,A116,172586,IMPS,2026-01-19 05:32:48,BR14,0
TX001549,A16,A906,436708,IMPS,2026-03-04 14:59:59,BR9,0
TX001550,A564,A57,487518,CASH,2026-02-03 18:24:23,BR11,0
TX001551,A440,A645,367399,IMPS,2026-01-17 13:46:38,BR20,0
TX001552,A805,A679,495055,UPI,2026-02-19 07:01:23,BR9,0
TX001553,A689,A385,232798,NEFT,2026-03-01 19:06:02,BR16,0
TX001554,A964,A465,280336,RTGS,2026-02-23 07:55:38,BR15,0
TX001555,A471,A518,441324,CASH,2026-01-21 17:21:21,BR12,0
TX001556,A948,A428,287364,UPI,2026-03-05 13:44:16,BR20,0
TX001557,A415,A238,292252,CASH,2026-01-02 03:36:36,BR18,0
TX001558,A90,A499,122609,CASH,2026-02-07 09:38:59,BR15,0
TX001559,A677,A287,466659,NEFT,2026-01-12 08:35:12,BR14,0
TX001560,A837,A191,230071,IMPS,2026-02-14 04:54:01,BR6,0
TX001561,A551,A271,265880,CASH,2026-02-16 20:25:33,BR19,0
TX001562,A335,A103,263624,UPI,2026-03-04 11:28:30,BR10,0
TX001563,A168,A40,354522,CASH,2026-01-05 21:29:15,BR5,0
TX001564,A58,A795,296758,UPI,2026-02-25 02:38:31,BR19,0
TX001565,A732,A52,247580,IMPS,2026-03-03 08:07:27,BR15,0
TX001566,A13,A985,146700,UPI,2026-01-12 02:07:21,BR12,0
TX001567,A408,A830,184087,RTGS,2026-02-08 08:26:11,BR8,0
TX001568,A379,A636,114673,UPI,2026-02-25 04:20:35,BR10,0
TX001569,A706,A456,134208,UPI,2026-02-10 11:56:59,BR5,0
TX001570,A70,A845,325223,RTGS,2026-01-23 05:31:36,BR6,0
TX001571,A581,A205,28647,CASH,2026-02-11 11:54:08,BR11,0
TX001572,A926,A372,123085,NEFT,2026-01-03 03:24:44,BR16,0
TX001573,A78,A471,24546,UPI,2026-02-09 09:52:46,BR10,0
TX001574,A521,A165,241651,IMPS,2026-01-12 15:41:54,BR13,0
TX001575,A169,A754,467171,NEFT,2026-01-10 09:16:11,BR15,0
TX001576,A928,A141,417432,UPI,2026-02-05 16:10:35,BR8,0
TX001577,A325,A890,345149,IMPS,2026-01-01 18:34:32,BR1,0
TX001578,A5,A926,480518,IMPS,2026-02-01 20:17:08,BR10,0
TX001579,A187,A287,346082,CASH,2026-01-10 03:44:27,BR4,0
TX001580,A617,A441,487284,IMPS,2026-02-11 22:28:31,BR5,0
TX001581,A124,A346,76070,NEFT,2026-02-16 22:49:01,BR7,0
TX001582,A464,A616,217414,UPI,2026-01-26 16:49:50,BR10,0
TX001583,A591,A76,82402,UPI,2026-01-29 16:44:06,BR9,0
TX001584,A417,A733,381190,NEFT,2026-02-21 00:38:18,BR13,0
TX001585,A474,A178,299344,UPI,2026-03-02 16:27:23,BR5,0
TX001586,A942,A629,474107,CASH,2026-02-03 23:30:31,BR19,0
TX001587,A175,A346,244552,UPI,2026-03-01 03:36:36,BR8,0
TX001588,A699,A574,146924,CASH,2026-03-08 00:31:32,BR10,0
TX001589,A649,A357,86785,IMPS,2026-02-06 07:29:22,BR7,0
TX001590,A327,A990,251459,NEFT,2026-02-10 04:47:01,BR11,0
TX001591,A185,A396,420338,RTGS,2026-01-07 10:11:47,BR11,0
TX001592,A528,A687,418582,RTGS,2026-02-28 22:50:54,BR14,0
TX001593,A159,A162,386701,IMPS,2026-01-07 16:30:35,BR18,0
TX001594,A52,A516,435899,CASH,2026-02-22 10:32:18,BR19,0
TX001595,A337,A176,304044,RTGS,2026-02-16 01:34:12,BR2,0
TX001596,A992,A508,119913,RTGS,2026-01-02 06:28:54,BR2,0
TX001597,A596,A262,374036,NEFT,2026-02-23 06:37:18,BR15,0
TX001598,A6,A67,350745,NEFT,2026-02-22 21:31:42,BR11,0
TX001599,A264,A621,75657,RTGS,2026-03-06 08:14:18,BR16,0
TX001600,A959,A849,357787,UPI,2026-02-04 08:41:36,BR5,0
TX001601,A37,A876,90341,CASH,2026-02-06 08:39:49,BR5,0
TX001602,A797,A968,292886,CASH,2026-01-02 02:32:04,BR17,0
TX001603,A141,A433,446456,CASH,2026-01-01 02:11:47,BR13,0
TX001604,A344,A907,399330,RTGS,2026-01-06 08:03:21,BR1,0
TX001605,A853,A840,254012,NEFT,2026-02-23 21:22:34,BR6,0
TX001606,A268,A43,3058,CASH,2026-03-03 18:02:33,BR9,0
TX001607,A532,A883,204495,CASH,2026-01-29 07:16:06,BR16,0
TX001608,A441,A27,372454,UPI,2026-02-05 17:14:02,BR3,0
TX001609,A531,A894,51188,UPI,2026-03-04 16:01:59,BR7,0
TX001610,A417,A425,355800,UPI,2026-01-07 18:49:38,BR11,0
TX001611,A349,A224,278412,CASH,2026-03-04 11:34:52,BR2,0
TX001612,A729,A472,173255,CASH,2026-02-06 12:54:29,BR13,0
TX001613,A515,A634,335436,UPI,2026-01-19 04:18:22,BR16,0
TX001614,A716,A890,498838,NEFT,2026-02-27 20:42:25,BR2,0
TX001615,A422,A758,99632,IMPS,2026-02-18 05:38:21,BR7,0
TX001616,A286,A639,290966,CASH,2026-03-04 08:06:33,BR1,0
TX001617,A652,A326,215302,CASH,2026-02-18 01:24:47,BR17,0
TX001618,A541,A176,64487,IMPS,2026-03-04 21:24:59,BR20,0
TX001619,A495,A256,57194,NEFT,2026-01-26 05:04:11,BR15,0
TX001620,A242,A66,225071,CASH,2026-01-15 17:36:41,BR3,0
TX001621,A125,A568,197753,UPI,2026-01-21 12:28:22,BR3,0
TX001622,A239,A445,229228,UPI,2026-01-13 01:14:04,BR17,0
TX001623,A255,A235,30047,CASH,2026-01-06 06:43:59,BR6,0
TX001624,A964,A563,496422,IMPS,2026-01-26 14:33:27,BR9,0
TX001625,A758,A327,270713,CASH,2026-02-11 00:26:03,BR17,0
TX001626,A508,A492,191421,NEFT,2026-02-19 17:26:03,BR12,0
TX001627,A779,A475,143442,IMPS,2026-01-23 11:40:48,BR18,0
TX001628,A103,A338,73008,CASH,2026-01-14 23:30:04,BR18,0
TX001629,A481,A642,473964,NEFT,2026-02-14 20:48:14,BR4,0
TX001630,A833,A35,166069,CASH,2026-02-11 03:54:11,BR5,0
TX001631,A313,A875,478917,CASH,2026-02-16 16:09:54,BR7,0
TX001632,A861,A913,155455,RTGS,2026-01-20 14:09:01,BR20,0
TX001633,A147,A615,481173,NEFT,2026-01-10 00:56:31,BR7,0
TX001634,A110,A299,404411,NEFT,2026-01-10 20:26:17,BR12,0
TX001635,A195,A348,485855,CASH,2026-03-03 12:54:09,BR3,0
TX001636,A43,A71,133324,UPI,2026-03-06 05:24:03,BR19,0
TX001637,A182,A265,306402,UPI,2026-02-23 21:03:20,BR13,0
TX001638,A852,A686,291201,RTGS,2026-01-27 03:30:47,BR15,0
TX001639,A808,A763,362839,IMPS,2026-02-07 07:12:38,BR13,0
TX001640,A92,A381,163922,NEFT,2026-03-06 01:58:09,BR15,0
TX001641,A506,A984,261705,NEFT,2026-02-04 08:46:30,BR10,0
TX001642,A805,A100,495566,CASH,2026-01-15 19:09:52,BR20,0
TX001643,A802,A611,85767,NEFT,2026-01-11 00:12:22,BR20,0
TX001644,A490,A1000,458638,UPI,2026-02-24 16:44:08,BR17,0
TX001645,A40,A880,174437,CASH,2026-01-12 05:24:14,BR1,0
TX001646,A503,A541,485327,CASH,2026-01-22 04:28:17,BR1,0
TX001647,A12,A931,197446,IMPS,2026-03-06 12:24:47,BR8,0
TX001648,A211,A329,77333,CASH,2026-02-21 05:34:19,BR10,0
TX001649,A984,A702,211234,NEFT,2026-02-10 02:44:27,BR8,0
TX001650,A364,A273,441296,UPI,2026-01-13 19:05:25,BR18,0
TX001651,A765,A667,374057,CASH,2026-02-11 04:24:43,BR16,0
TX001652,A14,A390,492300,UPI,2026-02-08 01:30:30,BR7,0
TX001653,A849,A923,436876,IMPS,2026-02-11 12:34:41,BR16,0
TX001654,A946,A421,231513,NEFT,2026-02-09 11:16:55,BR2,0
TX001655,A394,A956,88467,IMPS,2026-02-21 18:40:24,BR19,0
TX001656,A30,A195,117606,CASH,2026-01-18 02:54:34,BR17,0
TX001657,A858,A175,261128,NEFT,2026-02-25 11:29:22,BR12,0
TX001658,A350,A921,277109,UPI,2026-02-09 16:40:12,BR18,0
TX001659,A597,A679,496937,UPI,2026-01-13 09:40:56,BR8,0
TX001660,A545,A775,197244,CASH,2026-02-25 17:59:03,BR8,0
TX001661,A369,A808,340055,NEFT,2026-02-26 08:40:23,BR16,0
TX001662,A496,A235,495791,RTGS,2026-01-09 03:14:24,BR19,0
TX001663,A687,A130,330617,IMPS,2026-02-07 11:42:50,BR18,0
TX001664,A723,A650,274947,IMPS,2026-02-08 05:33:32,BR12,0
TX001665,A34,A844,320540,UPI,2026-02-12 11:06:20,BR14,0
TX001666,A82,A570,5908,IMPS,2026-01-05 03:33:48,BR11,0
TX001667,A543,A527,339381,NEFT,2026-03-03 17:04:37,BR18,0
TX001668,A230,A91,455366,IMPS,2026-02-07 06:06:18,BR6,0
TX001669,A475,A832,464516,NEFT,2026-02-13 00:56:56,BR11,0
TX001670,A144,A793,99507,RTGS,2026-01-11 12:26:56,BR12,0
TX001671,A609,A225,152453,UPI,2026-02-08 05:50:46,BR7,0
TX001672,A705,A416,136909,IMPS,2026-01-31 20:35:17,BR2,0
TX001673,A420,A658,85686,NEFT,2026-01-16 05:38:54,BR15,0
TX001674,A267,A201,272602,NEFT,2026-03-02 17:24:45,BR7,0
TX001675,A444,A362,352679,RTGS,2026-02-09 05:26:36,BR14,0
TX001676,A919,A472,216035,RTGS,2026-02-12 17:36:13,BR7,0
TX001677,A750,A731,250770,RTGS,2026-02-26 01:03:46,BR19,0
TX001678,A30,A536,46174,NEFT,2026-02-24 03:42:13,BR2,0
TX001679,A370,A788,431342,NEFT,2026-02-23 10:40:43,BR18,0
TX001680,A711,A38,386763,NEFT,2026-02-28 05:29:36,BR11,0
TX001681,A896,A361,421762,RTGS,2026-02-03 22:04:59,BR13,0
TX001682,A507,A380,308477,UPI,2026-03-05 09:42:58,BR10,0
TX001683,A803,A523,2798,NEFT,2026-01-16 12:44:05,BR10,0
TX001684,A731,A406,452127,UPI,2026-02-21 12:35:10,BR5,0
TX001685,A498,A507,243663,NEFT,2026-01-01 11:19:09,BR13,0
TX001686,A180,A526,145709,CASH,2026-02-27 09:40:55,BR8,0
TX001687,A809,A788,444587,IMPS,2026-01-01 14:17:39,BR11,0
TX001688,A749,A212,42143,NEFT,2026-02-10 03:11:47,BR5,0
TX001689,A876,A484,468196,CASH,2026-01-01 17:24:28,BR15,0
TX001690,A765,A748,157019,RTGS,2026-02-09 19:46:08,BR20,0
TX001691,A116,A943,138726,UPI,2026-02-19 00:24:17,BR7,0
TX001692,A579,A529,196505,UPI,2026-01-17 09:07:29,BR16,0
TX001693,A519,A769,27660,CASH,2026-01-06 10:32:19,BR19,0
TX001694,A584,A453,481343,CASH,2026-02-09 20:53:27,BR16,0
TX001695,A259,A732,68034,RTGS,2026-01-14 11:34:37,BR19,0
TX001696,A595,A406,121807,RTGS,2026-02-12 05:22:13,BR16,0
TX001697,A352,A845,419396,NEFT,2026-01-09 13:49:15,BR17,0
TX001698,A871,A569,155173,IMPS,2026-02-10 14:10:48,BR17,0
TX001699,A304,A380,81399,CASH,2026-02-06 08:34:08,BR17,0
TX001700,A404,A327,393337,UPI,2026-02-02 13:50:04,BR13,0
TX001701,A390,A723,343888,IMPS,2026-01-09 19:15:16,BR2,0
TX001702,A849,A547,192217,CASH,2026-01-20 10:15:25,BR5,0
TX001703,A991,A343,190243,UPI,2026-02-20 20:56:42,BR13,0
TX001704,A799,A64,182487,CASH,2026-03-03 05:42:39,BR11,0
TX001705,A983,A855,101708,IMPS,2026-01-07 18:34:10,BR3,0
TX001706,A340,A857,389035,UPI,2026-02-26 20:11:38,BR10,0
TX001707,A387,A420,241907,IMPS,2026-01-24 18:27:49,BR11,0
TX001708,A678,A901,78744,CASH,2026-01-16 06:29:18,BR11,0
TX001709,A326,A578,222634,RTGS,2026-01-21 09:37:32,BR9,0
TX001710,A794,A500,454017,IMPS,2026-01-24 06:55:48,BR14,0
TX001711,A595,A101,233706,CASH,2026-01-22 13:05:17,BR14,0
TX001712,A949,A200,163809,NEFT,2026-01-26 03:12:47,BR18,0
TX001713,A631,A692,318518,CASH,2026-01-19 12:33:11,BR16,0
TX001714,A169,A332,360152,IMPS,2026-02-08 14:20:35,BR2,0
TX001715,A38,A9,61380,IMPS,2026-02-22 00:23:22,BR2,0
TX001716,A277,A736,399859,IMPS,2026-01-10 03:11:39,BR14,0
TX001717,A409,A879,275203,RTGS,2026-03-04 02:12:11,BR3,0
TX001718,A668,A733,372066,UPI,2026-03-07 00:26:21,BR9,0
TX001719,A894,A911,257569,IMPS,2026-01-30 13:13:11,BR3,0
TX001720,A37,A766,8742,NEFT,2026-02-10 01:07:31,BR15,0
TX001721,A752,A127,267269,RTGS,2026-03-04 10:32:48,BR20,0
TX001722,A760,A212,461252,RTGS,2026-01-25 18:08:38,BR14,0
TX001723,A558,A499,481703,IMPS,2026-01-01 02:37:32,BR15,0
TX001724,A693,A230,232408,IMPS,2026-02-21 02:24:50,BR11,0
TX001725,A446,A54,439815,CASH,2026-01-20 18:42:57,BR15,0
TX001726,A262,A157,46745,RTGS,2026-01-04 04:24:32,BR16,0
TX001727,A103,A891,130615,NEFT,2026-02-05 09:58:34,BR3,0
TX001728,A168,A700,338936,RTGS,2026-02-15 13:06:25,BR9,0
TX001729,A346,A392,391408,IMPS,2026-01-25 13:38:39,BR3,0
TX001730,A290,A103,435117,IMPS,2026-03-01 20:01:29,BR13,0
TX001731,A10,A927,171497,UPI,2026-01-28 02:07:49,BR7,0
TX001732,A163,A70,449357,UPI,2026-03-08 10:01:53,BR11,0
TX001733,A650,A4,477925,UPI,2026-02-02 01:35:24,BR10,0
TX001734,A10,A193,258890,IMPS,2026-03-07 21:54:29,BR13,0
TX001735,A197,A483,431933,CASH,2026-02-07 22:35:56,BR7,0
TX001736,A776,A105,302541,NEFT,2026-02-01 08:00:57,BR7,0
TX001737,A315,A570,305471,CASH,2026-01-02 06:34:44,BR17,0
TX001738,A582,A177,154118,UPI,2026-01-23 15:41:22,BR15,0
TX001739,A27,A40,372468,IMPS,2026-03-05 21:33:38,BR16,0
TX001740,A919,A333,456247,CASH,2026-02-15 12:48:54,BR4,0
TX001741,A280,A612,56265,RTGS,2026-01-22 23:40:32,BR18,0
TX001742,A923,A385,210200,NEFT,2026-03-07 08:57:53,BR3,0
TX001743,A563,A109,447150,NEFT,2026-03-02 12:08:44,BR8,0
TX001744,A122,A885,71831,IMPS,2026-01-01 18:26:30,BR5,0
TX001745,A997,A215,466223,NEFT,2026-01-18 23:53:04,BR20,0
TX001746,A709,A854,192951,RTGS,2026-02-12 03:34:57,BR13,0
TX001747,A17,A552,49664,UPI,2026-02-18 13:01:13,BR13,0
TX001748,A145,A79,226497,UPI,2026-02-07 20:05:13,BR2,0
TX001749,A88,A927,198653,NEFT,2026-02-20 15:06:15,BR5,0
TX001750,A942,A823,354840,IMPS,2026-02-25 12:43:05,BR4,0
TX001751,A772,A861,92380,IMPS,2026-01-29 09:04:05,BR6,0
TX001752,A221,A875,391567,CASH,2026-01-05 07:55:52,BR6,0
TX001753,A59,A923,401959,NEFT,2026-01-02 20:17:40,BR12,0
TX001754,A926,A508,227143,NEFT,2026-02-01 15:01:33,BR2,0
TX001755,A919,A632,309122,NEFT,2026-01-11 11:25:38,BR3,0
TX001756,A689,A783,102645,NEFT,2026-01-14 08:12:59,BR1,0
TX001757,A664,A205,386700,RTGS,2026-02-25 08:28:48,BR17,0
TX001758,A627,A314,127311,RTGS,2026-02-24 03:52:58,BR17,0
TX001759,A584,A505,398853,IMPS,2026-02-28 03:40:15,BR6,0
TX001760,A49,A365,53783,UPI,2026-02-25 15:47:38,BR9,0
TX001761,A169,A298,342848,IMPS,2026-03-02 04:43:49,BR11,0
TX001762,A969,A763,398438,IMPS,2026-01-08 00:12:47,BR12,0
TX001763,A41,A621,297337,CASH,2026-01-05 09:12:27,BR14,0
TX001764,A72,A533,35139,CASH,2026-02-25 20:48:55,BR15,0
TX001765,A86,A454,163794,NEFT,2026-02-23 18:08:27,BR17,0
TX001766,A370,A976,79482,RTGS,2026-02-23 04:43:44,BR14,0
TX001767,A79,A434,465156,NEFT,2026-01-08 21:16:03,BR12,0
TX001768,A596,A481,285816,IMPS,2026-03-07 12:30:17,BR11,0
TX001769,A92,A777,49533,RTGS,2026-01-26 20:16:18,BR13,0
TX001770,A404,A946,433853,CASH,2026-01-18 09:13:06,BR11,0
TX001771,A597,A209,94534,NEFT,2026-02-10 09:47:58,BR15,0
TX001772,A67,A459,330454,IMPS,2026-03-07 10:35:28,BR20,0
TX001773,A335,A609,15122,UPI,2026-02-18 21:40:55,BR12,0
TX001774,A893,A387,272218,IMPS,2026-02-01 19:12:25,BR18,0
TX001775,A953,A782,273794,IMPS,2026-01-27 21:05:47,BR7,0
TX001776,A74,A28,144572,IMPS,2026-01-30 04:41:02,BR12,0
TX001777,A443,A612,361158,CASH,2026-01-28 13:02:35,BR13,0
TX001778,A989,A674,316414,UPI,2026-03-08 00:11:45,BR11,0
TX001779,A906,A800,151859,IMPS,2026-02-02 21:53:25,BR1,0
TX001780,A788,A263,249849,RTGS,2026-02-08 21:03:24,BR1,0
TX001781,A949,A662,147213,CASH,2026-02-15 12:11:42,BR11,0
TX001782,A759,A552,484887,CASH,2026-03-02 17:49:15,BR4,0
TX001783,A878,A526,237751,NEFT,2026-01-22 09:06:30,BR4,0
TX001784,A142,A248,96579,IMPS,2026-02-05 17:53:18,BR8,0
TX001785,A725,A382,230649,UPI,2026-03-01 19:14:51,BR18,0
TX001786,A928,A145,343801,RTGS,2026-03-05 16:08:14,BR4,0
TX001787,A536,A707,218878,NEFT,2026-01-30 21:07:38,BR2,0
TX001788,A961,A929,427786,IMPS,2026-03-04 09:25:46,BR19,0
TX001789,A195,A4,327364,UPI,2026-02-07 11:47:07,BR10,0
TX001790,A722,A702,261110,NEFT,2026-02-16 02:21:15,BR14,0
TX001791,A710,A290,388357,RTGS,2026-01-04 08:33:57,BR10,0
TX001792,A784,A275,470149,RTGS,2026-01-02 08:22:21,BR14,0
TX001793,A675,A172,230908,NEFT,2026-01-24 16:58:20,BR10,0
TX001794,A492,A415,441235,UPI,2026-01-26 08:00:31,BR8,0
TX001795,A273,A782,21195,IMPS,2026-02-09 12:09:02,BR5,0
TX001796,A725,A513,83364,UPI,2026-02-12 00:11:11,BR17,0
TX001797,A419,A473,331299,CASH,2026-01-09 17:38:49,BR11,0
TX001798,A647,A555,417954,IMPS,2026-01-15 15:53:40,BR10,0
TX001799,A677,A341,147279,CASH,2026-02-28 09:22:45,BR6,0
TX001800,A911,A992,262968,IMPS,2026-03-07 05:05:37,BR18,0
TX001801,A840,A936,393064,IMPS,2026-02-08 22:21:38,BR19,0
TX001802,A842,A787,220981,UPI,2026-01-18 09:03:09,BR9,0
TX001803,A380,A483,290678,CASH,2026-01-18 02:08:24,BR10,0
TX001804,A486,A27,390074,NEFT,2026-01-23 09:53:51,BR6,0
TX001805,A290,A159,423273,IMPS,2026-01-21 19:53:25,BR18,0
TX001806,A452,A496,325750,NEFT,2026-02-08 00:10:07,BR17,0
TX001807,A78,A157,392585,CASH,2026-01-29 00:53:20,BR11,0
TX001808,A802,A51,161653,CASH,2026-02-10 20:21:38,BR1,0
TX001809,A229,A907,187187,UPI,2026-01-20 18:05:16,BR2,0
TX001810,A151,A203,82391,IMPS,2026-01-17 07:42:33,BR17,0
TX001811,A163,A275,471059,IMPS,2026-01-26 15:57:58,BR9,0
TX001812,A102,A906,87179,CASH,2026-02-02 16:02:53,BR14,0
TX001813,A845,A977,278748,IMPS,2026-02-04 04:09:19,BR15,0
TX001814,A984,A752,168545,CASH,2026-02-22 16:24:08,BR8,0
TX001815,A677,A69,400881,UPI,2026-01-05 07:54:26,BR10,0
TX001816,A224,A637,293617,RTGS,2026-03-05 17:49:42,BR11,0
TX001817,A735,A711,194446,UPI,2026-03-03 03:42:01,BR9,0
TX001818,A806,A577,303062,NEFT,2026-02-14 14:32:09,BR16,0
TX001819,A314,A41,142710,RTGS,2026-02-23 14:08:26,BR3,0
TX001820,A712,A581,101528,CASH,2026-01-12 07:13:41,BR9,0
TX001821,A717,A64,431685,IMPS,2026-02-06 08:51:17,BR19,0
TX001822,A715,A966,211232,UPI,2026-02-03 04:08:21,BR18,0
TX001823,A858,A552,178531,NEFT,2026-02-08 14:35:13,BR13,0
TX001824,A287,A897,249750,CASH,2026-01-09 23:16:16,BR1,0
TX001825,A967,A809,126218,CASH,2026-01-10 19:51:17,BR15,0
TX001826,A863,A426,379152,UPI,2026-03-08 19:39:05,BR9,0
TX001827,A757,A193,296631,RTGS,2026-01-28 05:17:14,BR4,0
TX001828,A382,A1000,459064,RTGS,2026-01-14 06:42:50,BR16,0
TX001829,A361,A340,419300,NEFT,2026-01-23 15:57:15,BR12,0
TX001830,A275,A215,370460,IMPS,2026-01-27 13:45:08,BR20,0
TX001831,A568,A483,475248,CASH,2026-03-02 02:47:02,BR7,0
TX001832,A136,A795,62284,RTGS,2026-01-24 12:38:15,BR1,0
TX001833,A899,A193,49559,IMPS,2026-02-11 09:35:52,BR18,0
TX001834,A123,A51,196097,RTGS,2026-01-08 01:58:01,BR18,0
TX001835,A769,A338,287584,UPI,2026-02-09 23:22:41,BR10,0
TX001836,A305,A318,6110,RTGS,2026-02-25 05:18:59,BR13,0
TX001837,A659,A457,235558,IMPS,2026-01-26 03:40:28,BR10,0
TX001838,A542,A988,306162,NEFT,2026-01-26 02:08:54,BR14,0
TX001839,A514,A919,339274,NEFT,2026-02-27 21:49:47,BR7,0
TX001840,A423,A804,132113,IMPS,2026-01-03 06:59:28,BR6,0
TX001841,A122,A336,319196,NEFT,2026-02-13 15:44:04,BR5,0
TX001842,A1,A446,287655,CASH,2026-01-21 07:45:37,BR18,0
TX001843,A83,A641,136528,IMPS,2026-01-30 18:57:08,BR17,0
TX001844,A550,A564,11715,UPI,2026-02-09 01:31:28,BR1,0
TX001845,A959,A702,304461,UPI,2026-02-21 05:28:15,BR8,0
TX001846,A959,A450,239834,UPI,2026-02-02 21:43:29,BR1,0
TX001847,A965,A960,191005,IMPS,2026-01-04 20:36:32,BR6,0
TX001848,A718,A728,379337,CASH,2026-01-01 23:16:38,BR18,0
TX001849,A7,A91,24583,NEFT,2026-01-08 08:48:22,BR12,0
TX001850,A290,A689,422217,NEFT,2026-02-02 00:37:49,BR17,0
TX001851,A657,A445,33653,RTGS,2026-01-23 12:20:21,BR4,0
TX001852,A302,A334,457378,CASH,2026-01-04 12:55:30,BR12,0
TX001853,A254,A174,397270,IMPS,2026-03-04 04:39:34,BR15,0
TX001854,A784,A9,383043,CASH,2026-02-20 07:52:06,BR11,0
TX001855,A965,A882,223090,IMPS,2026-02-23 02:47:26,BR13,0
TX001856,A514,A287,29312,IMPS,2026-01-20 17:48:16,BR3,0
TX001857,A384,A176,56163,UPI,2026-01-06 18:58:57,BR9,0
TX001858,A90,A38,14031,RTGS,2026-01-09 20:02:41,BR14,0
TX001859,A53,A68,200323,NEFT,2026-02-26 11:44:51,BR5,0
TX001860,A538,A619,14257,CASH,2026-03-02 06:16:36,BR6,0
TX001861,A823,A124,303203,NEFT,2026-02-26 11:56:40,BR12,0
TX001862,A235,A903,184980,RTGS,2026-03-07 03:05:14,BR13,0
TX001863,A329,A989,400871,CASH,2026-01-30 12:52:33,BR18,0
TX001864,A419,A334,155323,UPI,2026-02-05 23:47:16,BR19,0
TX001865,A889,A806,14839,IMPS,2026-01-09 18:09:55,BR8,0
TX001866,A259,A814,33453,CASH,2026-01-12 23:28:46,BR6,0
TX001867,A351,A934,382122,RTGS,2026-02-01 08:50:29,BR17,0
TX001868,A121,A434,185027,IMPS,2026-01-20 17:09:46,BR20,0
TX001869,A992,A656,478898,RTGS,2026-03-08 09:01:57,BR11,0
TX001870,A778,A407,46009,CASH,2026-02-18 14:51:28,BR10,0
TX001871,A302,A161,374051,RTGS,2026-02-20 06:32:26,BR1,0
TX001872,A37,A733,496470,CASH,2026-02-04 15:15:49,BR19,0
TX001873,A864,A830,157742,RTGS,2026-01-04 04:35:39,BR6,0
TX001874,A782,A268,7787,IMPS,2026-02-03 15:16:22,BR12,0
TX001875,A884,A437,3095,NEFT,2026-02-18 11:20:11,BR12,0
TX001876,A62,A504,49447,RTGS,2026-01-27 00:55:08,BR11,0
TX001877,A531,A208,6653,NEFT,2026-01-02 12:35:27,BR5,0
TX001878,A26,A149,145964,CASH,2026-01-06 04:25:05,BR12,0
TX001879,A172,A270,399290,IMPS,2026-01-18 16:46:29,BR19,0
TX001880,A792,A933,408137,RTGS,2026-02-14 09:55:07,BR2,0
TX001881,A336,A910,23055,NEFT,2026-02-28 12:46:09,BR16,0
TX001882,A432,A311,307778,IMPS,2026-01-19 11:09:05,BR11,0
TX001883,A187,A417,164011,UPI,2026-03-07 15:43:00,BR9,0
TX001884,A502,A935,374082,NEFT,2026-01-25 14:54:12,BR19,0
TX001885,A897,A316,495048,NEFT,2026-01-05 12:50:51,BR13,0
TX001886,A856,A475,220682,CASH,2026-01-10 04:38:38,BR3,0
TX001887,A455,A957,184132,RTGS,2026-03-04 00:36:40,BR10,0
TX001888,A504,A355,447340,CASH,2026-01-31 14:59:56,BR6,0
TX001889,A104,A543,499516,CASH,2026-03-01 07:41:51,BR19,0
TX001890,A390,A841,41284,UPI,2026-02-01 20:47:06,BR15,0
TX001891,A717,A273,353490,RTGS,2026-02-17 01:51:27,BR19,0
TX001892,A634,A480,292799,RTGS,2026-01-23 23:45:26,BR18,0
